"","file_identifiers","A.identifier","biosample","batch.extraction","irf.study.id","id.cohort","id.individual","tissue","data.received","dn.rna","date.broad.extract","quant.18s","quant.18s.sd","quant.kulesh","quant.kulesh.sd","rin.e","rna.conc.ng.uL","lib.conc.pmolar","xgen.index","Assigned","Unassigned_Unmapped","Unassigned_Read_Type","Unassigned_Singleton","Unassigned_MappingQuality","Unassigned_Chimera","Unassigned_FragmentLength","Unassigned_Duplicate","Unassigned_MultiMapping","Unassigned_Secondary","Unassigned_NonSplit","Unassigned_NoFeatures","Unassigned_Overlapping_Length","Unassigned_Ambiguity","sub.tissue","SampleType","study.group","challenge.group","animal.number","animal.tatoo","sex","weight","birth.date","viralReadCount","hostReadCount","pc.viral.reads","cohort.uncertain","cohort.numeric","totalReadCount","totalUnassigned","chrY_count","chrX_count","total_count","Xist","sex.1","pc_Y","pc_X","Y_X_ratio","sex_pred","chrY_count.1","chrX_count.1","total_count.1","Xist.1","sex.2","pc_Y.1","pc_X.1","Y_X_ratio.1","sex_pred.1","pred_recorded_sex_mismatch","dpi_time","dpi_time_factor","chrY_count.2","chrX_count.2","chrY_count.3","chrX_count.3","xist_counts","predicted_sex","pred_rec_sex_mismatch","dpi_time_numeric","infected"
"A0062_S84_L002","A0062_S84_L002","A0062","RA0223_Brain-Gr","K","49-E2","D003","RA0223","Brain",2019-01-10,"RA0223_Brain-Gr_dnRNA-L","2019-10-17",7.38e+10,2.81e+10,0.469,0.411,NA,NA,NA,NA,4365685,0,0,0,0,0,0,0,616053,0,0,6705747,0,221554,"Brain-Gr","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",0,4365685,0,FALSE,3,4365685,7543354,2735,124622,4365685,0,"M",0.000626476715566973,0.0285458066718052,0.0219463658102101,"M",2735,124622,4365685,0,"M",0.000626476715566973,0.0285458066718052,0.0219463658102101,"M",FALSE,3,"3",2735,124622,2735,124622,0,"M",FALSE,3,"infected"
"A0064_S176_L002","A0064_S176_L002","A0064","RA0223_LN-AX-R","I","49-E2","D003","RA0223","Lymph node",2019-01-10,"RA0223_LN-AX-R_dnRNA-L","2019-10-09",6.55e+09,4.17e+09,157,48.4,NA,NA,NA,NA,9790661,0,0,0,0,0,0,0,1109860,0,0,11571217,0,318385,"","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",199,9790462,2.03254918130655e-05,FALSE,3,9790661,12999462,10587,237548,9790661,0,"M",0.00108133659208505,0.024262713212111,0.0445678347113004,"M",10587,237548,9790661,0,"M",0.00108133659208505,0.024262713212111,0.0445678347113004,"M",FALSE,3,"3",10587,237548,10587,237548,0,"M",FALSE,3,"infected"
"A0065_S175_L002","A0065_S175_L002","A0065","RA0223_LN-ING-L","I","49-E2","D003","RA0223","Lymph node",2019-01-10,"RA0223_LN-ING-L_dnRNA-L","2019-10-09",6.5e+09,5.3e+09,1340,7.91,NA,NA,NA,NA,8091159,0,0,0,0,0,0,0,753731,0,0,9446696,0,276897,"","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",235,8090924,2.90440467181525e-05,FALSE,3,8091159,10477324,8236,210589,8091159,0,"M",0.00101790114370512,0.0260270500184213,0.0391093551894923,"M",8236,210589,8091159,0,"M",0.00101790114370512,0.0260270500184213,0.0391093551894923,"M",FALSE,3,"3",8236,210589,8236,210589,0,"M",FALSE,3,"infected"
"A0066_S174_L002","A0066_S174_L002","A0066","RA0223_LN-MES","I","49-E2","D003","RA0223","Lymph node",2019-01-10,"RA0223_LN-MES_dnRNA-L","2019-10-09",3.31e+09,2.65e+09,NA,NA,NA,NA,NA,NA,4640364,0,0,0,0,0,0,0,1377883,0,0,4487428,0,316951,"","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",1,4640363,2.15500335749523e-07,FALSE,3,4640364,6182262,3290,86226,4640364,0,"M",0.000708996104615931,0.0185817319503384,0.0381555447312875,"M",3290,86226,4640364,0,"M",0.000708996104615931,0.0185817319503384,0.0381555447312875,"M",FALSE,3,"3",3290,86226,3290,86226,0,"M",FALSE,3,"infected"
"A0069_S44_L001","A0069_S44_L001","A0069","RA0223_Skin-Rash","E, ABCDE","49-E2","D003","RA0223","Skin",2019-01-10,"RA0223_Skin-Rash_dnRNA","2019-05-08, 2020-03-14",1.47e+10,1.92e+09,3.98,1.87,6.3,15.9,6730,31,1804976,0,0,0,0,0,0,0,153664,0,0,906693,0,77804,"Rash","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",0,1804976,0,FALSE,3,1804976,1138161,780,26481,1804976,0,"M",0.000432138709877583,0.0146711092003439,0.0294550810014728,"M",780,26481,1804976,0,"M",0.000432138709877583,0.0146711092003439,0.0294550810014728,"M",FALSE,3,"3",780,26481,780,26481,0,"M",FALSE,3,"infected"
"A0070_S43_L001","A0070_S43_L001","A0070","RA0223_Skin-Non-Rash","E, ABCDE","49-E2","D003","RA0223","Skin",2019-01-10,"RA0223_Skin-Non-Rash_dnRNA","2019-05-08, 2020-03-14",4e+10,2.66e+09,96.4,5.61,6.5,34.3,10800,32,3127892,0,0,0,0,0,0,0,227938,0,0,1976398,0,129547,"Non-Rash","Experimental","3_dpe_scheduled",3,"NHP13","RA0223","M",10.14,"4/15/2012",19,3127873,6.07437852713585e-06,FALSE,3,3127892,2333883,1039,39987,3127892,0,"M",0.000332172594194429,0.0127840091665569,0.0259834446195013,"M",1039,39987,3127892,0,"M",0.000332172594194429,0.0127840091665569,0.0259834446195013,"M",FALSE,3,"3",1039,39987,1039,39987,0,"M",FALSE,3,"infected"
"A0071_S116_L002","A0071_S116_L002","A0071","RA1779_Spleen","M","49-E2","D008","RA1779","Spleen",2019-01-10,"RA1779_Spleen_dnRNA","2020-02-07",90900000,7980000,102000,53300,NA,NA,NA,NA,5688578,0,0,0,0,0,0,0,1062901,0,0,8344475,0,316030,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",228415,5460163,0.0401532685321358,FALSE,8,5688578,9723406,4447,101874,5688578,0,"M",0.000781741939725534,0.0179085177350122,0.0436519622278501,"M",4447,101874,5688578,0,"M",0.000781741939725534,0.0179085177350122,0.0436519622278501,"M",FALSE,8,"8",4447,101874,4447,101874,0,"M",FALSE,8,"infected"
"A0071_S68_L002","A0071_S68_L002","A0071","RA1779_Spleen","M","49-E2","D008","RA1779","Spleen",2019-01-10,"RA1779_Spleen_dnRNA","2020-02-07",90900000,7980000,102000,53300,NA,NA,NA,NA,4848069,0,0,0,0,0,0,0,1075473,0,0,6933776,0,204042,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",192605,4655464,0.0397281886870835,FALSE,8,4848069,8213291,3952,89050,4848069,0,"M",0.000815169916104742,0.0183681379122286,0.0443795620437956,"M",3952,89050,4848069,0,"M",0.000815169916104742,0.0183681379122286,0.0443795620437956,"M",FALSE,8,"8",3952,89050,3952,89050,0,"M",FALSE,8,"infected"
"A0072_S119_L002","A0072_S119_L002","A0072","RA1779_Kidney","C, ABCDE","49-E2","D008","RA1779","Kidney",2019-01-10,"RA1779_Kidney_dnRNA","2019-03-27, 2020-03-14",4.55e+08,1.25e+08,344,5.6,3.2,53.6,NA,NA,3685718,0,0,0,0,0,0,0,769965,0,0,4367542,0,173317,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",10034,3675684,0.00272240035727096,FALSE,8,3685718,5310824,2497,70171,3685718,0,"M",0.000677479937423319,0.0190386242246423,0.0355845007196705,"M",2497,70171,3685718,0,"M",0.000677479937423319,0.0190386242246423,0.0355845007196705,"M",FALSE,8,"8",2497,70171,2497,70171,0,"M",FALSE,8,"infected"
"A0074_S61_L001","A0074_S61_L001","A0074","RA1779_Adrenal","D, ABCDE","49-E2","D008","RA1779","Adrenal Gland",2019-01-10,"RA1779_Adrenal_dnRNA","2019-04-09, 2020-03-14",2.48e+08,5340000,164000,5780,4.3,567,4170,2,5436280,0,0,0,0,0,0,0,500216,0,0,3578825,0,2485597,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",18421,5417859,0.00338853039210637,FALSE,8,5436280,6564638,1497,123233,5436280,0,"M",0.000275372129470888,0.0226686263400708,0.0121477201723564,"M",1497,123233,5436280,0,"M",0.000275372129470888,0.0226686263400708,0.0121477201723564,"M",FALSE,8,"8",1497,123233,1497,123233,0,"M",FALSE,8,"infected"
"A0076_S83_L002","A0076_S83_L002","A0076","RA1779_Brain-Gr","K","49-E2","D008","RA1779","Brain",2019-01-10,"RA1779_Brain-Gr_dnRNA-L","2019-10-17",1.14e+11,1.7e+10,2760,150,NA,NA,NA,NA,5073097,0,0,0,0,0,0,0,562793,0,0,9589570,0,252416,"Brain-Gr","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",913,5072184,0.000179968961760439,FALSE,8,5073097,10404779,4159,147774,5073097,0,"M",0.000819814799519899,0.029128952196262,0.0281443285016309,"M",4159,147774,5073097,0,"M",0.000819814799519899,0.029128952196262,0.0281443285016309,"M",FALSE,8,"8",4159,147774,4159,147774,0,"M",FALSE,8,"infected"
"A0078_S173_L002","A0078_S173_L002","A0078","RA1779_LN-AX-R","I","49-E2","D008","RA1779","Lymph node",2019-01-10,"RA1779_LN-AX-R_dnRNA-L","2019-10-09",1.03e+10,4.59e+09,705000,34900,NA,NA,NA,NA,7810638,0,0,0,0,0,0,0,627997,0,0,8516426,0,1077011,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",34989,7775649,0.00447965966416572,FALSE,8,7810638,10221434,5836,193361,7810638,0,"M",0.000747186081341883,0.0247561082718211,0.0301818877643372,"M",5836,193361,7810638,0,"M",0.000747186081341883,0.0247561082718211,0.0301818877643372,"M",FALSE,8,"8",5836,193361,5836,193361,0,"M",FALSE,8,"infected"
"A0079_S172_L002","A0079_S172_L002","A0079","RA1779_LN-ING-L","I","49-E2","D008","RA1779","Lymph node",2019-01-10,"RA1779_LN-ING-L_dnRNA-L","2019-10-09",1.08e+10,2.44e+09,110000,17000,NA,NA,NA,NA,5895887,0,0,0,0,0,0,0,387889,0,0,5282537,0,4021483,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",4895,5890992,0.000830239792587612,FALSE,8,5895887,9691909,3918,141129,5895887,0,"M",0.000664531053597194,0.0239368563203467,0.0277618349169908,"M",3918,141129,5895887,0,"M",0.000664531053597194,0.0239368563203467,0.0277618349169908,"M",FALSE,8,"8",3918,141129,3918,141129,0,"M",FALSE,8,"infected"
"A0080_S171_L002","A0080_S171_L002","A0080","RA1779_LN-MES","I","49-E2","D008","RA1779","Lymph node",2019-01-10,"RA1779_LN-MES_dnRNA-L","2019-10-09",1.36e+08,1.09e+08,169000,6880,NA,NA,NA,NA,5575632,0,0,0,0,0,0,0,1690048,0,0,5025899,0,479514,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",108787,5466845,0.0195111513815833,FALSE,8,5575632,7195461,4040,89244,5575632,0,"M",0.000724581536227642,0.0160060778760148,0.0452691497467617,"M",4040,89244,5575632,0,"M",0.000724581536227642,0.0160060778760148,0.0452691497467617,"M",FALSE,8,"8",4040,89244,4040,89244,0,"M",FALSE,8,"infected"
"A0083_S42_L001","A0083_S42_L001","A0083","RA1779_Skin-Rash","E, ABCDE","49-E2","D008","RA1779","Skin",2019-01-10,"RA1779_Skin-Rash_dnRNA","2019-05-08, 2020-03-14",8.99e+09,6.2e+08,2510,214,6.2,18.6,4540,33,6588597,0,0,0,0,0,0,0,530665,0,0,4451518,0,250523,"Rash","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",9726,6578871,0.00147618681185084,FALSE,8,6588597,5232706,2637,104315,6588597,0,"M",0.000400236954847899,0.0158326575445425,0.02527920241576,"M",2637,104315,6588597,0,"M",0.000400236954847899,0.0158326575445425,0.02527920241576,"M",FALSE,8,"8",2637,104315,2637,104315,0,"M",FALSE,8,"infected"
"A0084_S41_L001","A0084_S41_L001","A0084","RA1779_Skin-Non-Rash","E, ABCDE","49-E2","D008","RA1779","Skin",2019-01-10,"RA1779_Skin-Non-Rash_dnRNA","2019-05-08, 2020-03-14",1.03e+10,1.91e+09,1620,198,5.7,12.7,5640,34,3703851,0,0,0,0,0,0,0,277013,0,0,2946305,0,157843,"Non-Rash","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",7493,3696358,0.00202302954411503,FALSE,8,3703851,3381161,1682,56939,3703851,0,"M",0.000454121939570463,0.0153729186190265,0.0295403853246457,"M",1682,56939,3703851,0,"M",0.000454121939570463,0.0153729186190265,0.0295403853246457,"M",FALSE,8,"8",1682,56939,1682,56939,0,"M",FALSE,8,"infected"
"A0085_S115_L002","A0085_S115_L002","A0085","RA1834_Spleen","M","49-E2","D003","RA1834","Spleen",2019-01-10,"RA1834_Spleen_dnRNA","2020-02-07",1.22e+08,7390000,6210,250,NA,NA,NA,NA,6933521,0,0,0,0,0,0,0,988249,0,0,9725079,0,208520,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",4545,6928976,0.000655511103233119,FALSE,3,6933521,10921848,132,173921,6933521,1092,"F",1.9037946232513e-05,0.0250840806568553,0.000758965277338562,"F",132,173921,6933521,1092,"F",1.9037946232513e-05,0.0250840806568553,0.000758965277338562,"F",FALSE,3,"3",132,173921,132,173921,1092,"F",FALSE,3,"infected"
"A0086_S60_L001","A0086_S60_L001","A0086","RA1834_Kidney","C, ABCDE","49-E2","D003","RA1834","Kidney",2019-01-10,"RA1843_Kidney_dnRNA","2019-03-27, 2020-03-14",1e+09,2.49e+08,0.346,0.162,3.9,38.5,NA,NA,1544457,0,0,0,0,0,0,0,455995,0,0,2070777,0,122873,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",0,1544457,0,FALSE,3,1544457,2649645,33,32909,1544457,311,"F",2.13667327740429e-05,0.0213078123897266,0.00100276520100884,"F",33,32909,1544457,311,"F",2.13667327740429e-05,0.0213078123897266,0.00100276520100884,"F",FALSE,3,"3",33,32909,33,32909,311,"F",FALSE,3,"infected"
"A0088","A0088","A0088","RA1834_Adrenal","D, ABCDE","49-E2","D003","RA1834","Adrenal Gland",2019-01-10,"RA1834_Adrenal_dnRNA","2019-04-09, 2020-03-14",49900000,317000,16,0.198,5.3,108,4360,14,385061,0,0,0,0,0,0,0,251397,0,0,571611,0,13304,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",8,385053,2.07759290086506e-05,FALSE,3,385061,836312,5,8735,385061,94,"F",1.29849556304066e-05,0.0226847174863203,0.000572409845449342,"F",5,8735,385061,94,"F",1.29849556304066e-05,0.0226847174863203,0.000572409845449342,"F",FALSE,3,"3",5,8735,5,8735,94,"F",FALSE,3,"infected"
"A0090_S82_L002","A0090_S82_L002","A0090","RA1834_Brain-Gr","K","49-E2","D003","RA1834","Brain",2019-01-10,"RA1834_Brain-Gr_dnRNA-L","2019-10-17",1.84e+11,2.04e+10,1.45,0.542,NA,NA,NA,NA,3905531,0,0,0,0,0,0,0,718279,0,0,8049782,0,197393,"Brain-Gr","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",1,3905530,2.56047129058763e-07,FALSE,3,3905531,8965454,49,110801,3905531,977,"F",1.25463093238794e-05,0.02837027794684,0.000442234275863936,"F",49,110801,3905531,977,"F",1.25463093238794e-05,0.02837027794684,0.000442234275863936,"F",FALSE,3,"3",49,110801,49,110801,977,"F",FALSE,3,"infected"
"A0092_S170_L002","A0092_S170_L002","A0092","RA1834_LN-AX-R","I","49-E2","D003","RA1834","Lymph node",2019-01-10,"RA1834_LN-AX-R_dnRNA-L","2019-10-09",3.01e+09,2.69e+09,87.9,8.53,NA,NA,NA,NA,7156285,0,0,0,0,0,0,0,874066,0,0,8917385,0,567208,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",3,7156282,4.19211923505003e-07,FALSE,3,7156285,10358659,139,184655,7156285,956,"F",1.94234857890651e-05,0.0258031925782721,0.000752755137959979,"F",139,184655,7156285,956,"F",1.94234857890651e-05,0.0258031925782721,0.000752755137959979,"F",FALSE,3,"3",139,184655,139,184655,956,"F",FALSE,3,"infected"
"A0093_S169_L002","A0093_S169_L002","A0093","RA1834_LN-ING-L","I","49-E2","D003","RA1834","Lymph node",2019-01-10,"RA1834_LN-ING-L_dnRNA-L","2019-10-09",1.28e+10,6.8e+09,77.4,3.83,NA,NA,NA,NA,7894592,0,0,0,0,0,0,0,663674,0,0,9529133,0,1337725,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",8,7894584,1.01335192496332e-06,FALSE,3,7894592,11530532,159,209399,7894592,886,"F",2.01403695086459e-05,0.0265243599669242,0.00075931594706756,"F",159,209399,7894592,886,"F",2.01403695086459e-05,0.0265243599669242,0.00075931594706756,"F",FALSE,3,"3",159,209399,159,209399,886,"F",FALSE,3,"infected"
"A0094_S168_L002","A0094_S168_L002","A0094","RA1834_LN-MES","I","49-E2","D003","RA1834","Lymph node",2019-01-10,"RA1834_LN-MES_dnRNA-L","2019-10-09",2.83e+09,1.57e+09,2.7,0.917,NA,NA,NA,NA,6464497,0,0,0,0,0,0,0,1118345,0,0,11232239,0,204515,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",3,6464494,4.64073229518089e-07,FALSE,3,6464497,12555099,112,173264,6464497,1289,"F",1.73254005686753e-05,0.0268023946797407,0.000646412411118293,"F",112,173264,6464497,1289,"F",1.73254005686753e-05,0.0268023946797407,0.000646412411118293,"F",FALSE,3,"3",112,173264,112,173264,1289,"F",FALSE,3,"infected"
"A0095","A0095","A0095","RA1834_LNG-CD-R","J","49-E2","D003","RA1834","Lung",2019-01-10,"RA1834_LNG-CD-R_dnRNA-L","2019-10-16",9.02e+09,3.9e+09,1.31,0.444,4.8,70.3,3960,8,350858,0,0,0,0,0,0,0,105769,0,0,454455,0,32503,"","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",0,350858,0,FALSE,3,350858,592727,14,7526,350858,81,"F",3.99021826493909e-05,0.0214502733299511,0.00186021791124103,"F",14,7526,350858,81,"F",3.99021826493909e-05,0.0214502733299511,0.00186021791124103,"F",FALSE,3,"3",14,7526,14,7526,81,"F",FALSE,3,"infected"
"A0097_S40_L001","A0097_S40_L001","A0097","RA1834_Skin-Rash","E, ABCDE","49-E2","D003","RA1834","Skin",2019-01-10,"RA1834_Skin-Rash_dnRNA","2019-05-08, 2020-03-14",1.05e+10,4.98e+08,7.56,2.38,5.4,12.3,3210,35,3185625,0,0,0,0,0,0,0,369929,0,0,2027430,0,157465,"Rash","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",16,3185609,5.02256229154405e-06,FALSE,3,3185625,2554824,169,48520,3185625,330,"F",5.3050814204434e-05,0.0152309201491073,0.00348309975267931,"F",169,48520,3185625,330,"F",5.3050814204434e-05,0.0152309201491073,0.00348309975267931,"F",FALSE,3,"3",169,48520,169,48520,330,"F",FALSE,3,"infected"
"A0098_S39_L001","A0098_S39_L001","A0098","RA1834_Skin-Non-Rash","E, ABCDE","49-E2","D003","RA1834","Skin",2019-01-10,"RA1834_Skin-Non-Rash_dnRNA","2019-05-08, 2020-03-14",2.64e+09,4.12e+08,18.3,9.08,6.3,5.56,3280,36,2524232,0,0,0,0,0,0,0,195348,0,0,1177459,0,99966,"Non-Rash","Experimental","3_dpe_scheduled",3,"NHP15","RA1834","F",5.96,"5/29/2012",13,2524219,5.15008129205239e-06,FALSE,3,2524232,1472773,84,35229,2524232,158,"F",3.32774483486462e-05,0.0139563241413626,0.00238439921655454,"F",84,35229,2524232,158,"F",3.32774483486462e-05,0.0139563241413626,0.00238439921655454,"F",FALSE,3,"3",84,35229,84,35229,158,"F",FALSE,3,"infected"
"A0099_S114_L002","A0099_S114_L002","A0099","RA0449_Spleen","M","49-E2","D003","RA0449","Spleen",2019-01-10,"RA0449_Spleen_dnRNA","2020-02-07",1.49e+08,12200000,3270,562,NA,NA,NA,NA,6342503,0,0,0,0,0,0,0,1061710,0,0,9151179,0,590753,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",3402,6339101,0.000536381299307229,FALSE,3,6342503,10803642,68,155885,6342503,853,"F",1.07213193277165e-05,0.0245778362264866,0.000436219007601758,"F",68,155885,6342503,853,"F",1.07213193277165e-05,0.0245778362264866,0.000436219007601758,"F",FALSE,3,"3",68,155885,68,155885,853,"F",FALSE,3,"infected"
"A0099_S67_L002","A0099_S67_L002","A0099","RA0449_Spleen","M","49-E2","D003","RA0449","Spleen",2019-01-10,"RA0449_Spleen_dnRNA","2020-02-07",1.49e+08,12200000,3270,562,NA,NA,NA,NA,6474256,0,0,0,0,0,0,0,1230432,0,0,9178693,0,601871,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",3132,6471124,0.000483762149658586,FALSE,3,6474256,11010996,113,158138,6474256,1008,"F",1.74537429474522e-05,0.0244256637364973,0.000714565759020602,"F",113,158138,6474256,1008,"F",1.74537429474522e-05,0.0244256637364973,0.000714565759020602,"F",FALSE,3,"3",113,158138,113,158138,1008,"F",FALSE,3,"infected"
"A0100_S114_L002","A0100_S114_L002","A0100","RA0449_Kidney","C, ABCDE","49-E2","D003","RA0449","Kidney",2019-01-10,"RA0449_Kidney_dnRNA","2019-03-27, 2020-03-14",8.62e+10,8.38e+10,0.685,0.045,1.7,274,NA,NA,6553129,0,0,0,0,0,0,0,3365108,0,0,1823680,0,977195,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",2,6553127,3.05197715473021e-07,FALSE,3,6553129,6165983,90,92680,6553129,15,"F",1.37338971962859e-05,0.0141428621350198,0.000971083297367285,"F",90,92680,6553129,15,"F",1.37338971962859e-05,0.0141428621350198,0.000971083297367285,"F",FALSE,3,"3",90,92680,90,92680,15,"F",FALSE,3,"infected"
"A0101","A0101","A0101","RA0449_Liver-L","L","49-E2","D003","RA0449","Liver",2019-01-10,"RA0449_Liver-L_dnRNA","2020-02-06",1.78e+08,32600000,844,981,NA,5,19500,10,4149492,0,0,0,0,0,0,0,800016,0,0,1200882,0,9424793,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",44,4149448,1.06037076345731e-05,FALSE,3,4149492,11425691,23,20288,4149492,93,"F",5.54284717261776e-06,0.00488927319295952,0.00113367507886435,"F",23,20288,4149492,93,"F",5.54284717261776e-06,0.00488927319295952,0.00113367507886435,"F",FALSE,3,"3",23,20288,23,20288,93,"F",FALSE,3,"infected"
"A0102","A0102","A0102","RA0449_Adrenal","D, ABCDE","49-E2","D003","RA0449","Adrenal Gland",2019-01-10,"RA0449_Adrenal_dnRNA","2019-04-09, 2020-03-14",1.04e+08,2380000,8.4,1.49,4,248,5290,26,78468,0,0,0,0,0,0,0,42790,0,0,154649,0,2415,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",0,78468,0,FALSE,3,78468,199854,1,2198,78468,0,"F",1.27440485293368e-05,0.0280114186674823,0.000454959053685168,"F",1,2198,78468,0,"F",1.27440485293368e-05,0.0280114186674823,0.000454959053685168,"F",FALSE,3,"3",1,2198,1,2198,0,"F",FALSE,3,"infected"
"A0103","A0103","A0103","RA0449_Brain-Wh","K","49-E2","D003","RA0449","Brain",2019-01-10,"RA0449_Brain-Wh_dnRNA-L","2019-10-17",1.58e+11,7.35e+09,0.372,0.364,NA,NA,11400,9,13577457,0,0,0,0,0,0,0,1571297,0,0,18132679,0,993914,"Brain-Wh","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",0,13577457,0,FALSE,3,13577457,20697890,170,373074,13577457,2327,"F",1.25207540705156e-05,0.0274774576711972,0.000455673673319502,"F",170,373074,13577457,2327,"F",1.25207540705156e-05,0.0274774576711972,0.000455673673319502,"F",FALSE,3,"3",170,373074,170,373074,2327,"F",FALSE,3,"infected"
"A0104_S29_L001","A0104_S29_L001","A0104","RA0449_Brain-Gr","K","49-E2","D003","RA0449","Brain",2019-01-10,"RA0449_Brain-Gr_dnRNA-L","2019-10-17",4.91e+11,7.26e+10,0.049,0.069,NA,NA,NA,NA,13778721,0,0,0,0,0,0,0,2639711,0,0,16160546,0,882732,"Brain-Gr","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",0,13778721,0,FALSE,3,13778721,19682989,200,347244,13778721,2299,"F",1.45151353307756e-05,0.0252014682639993,0.000575963875545726,"F",200,347244,13778721,2299,"F",1.45151353307756e-05,0.0252014682639993,0.000575963875545726,"F",FALSE,3,"3",200,347244,200,347244,2299,"F",FALSE,3,"infected"
"A0106_S167_L002","A0106_S167_L002","A0106","RA0449_LN-AX-R","I","49-E2","D003","RA0449","Lymph node",2019-01-10,"RA0449_LN-AX-R_dnRNA-L","2019-10-09",4.16e+09,1.01e+09,39.4,3.99,NA,NA,NA,NA,7528398,0,0,0,0,0,0,0,795383,0,0,7685951,0,1173186,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",2,7528396,2.6566076873194e-07,FALSE,3,7528398,9654520,116,190564,7528398,700,"F",1.54083245864525e-05,0.0253126893663167,0.000608719380365651,"F",116,190564,7528398,700,"F",1.54083245864525e-05,0.0253126893663167,0.000608719380365651,"F",FALSE,3,"3",116,190564,116,190564,700,"F",FALSE,3,"infected"
"A0107_S166_L002","A0107_S166_L002","A0107","RA0449_LN-ING-L","I","49-E2","D003","RA0449","Lymph node",2019-01-10,"RA0449_LN-ING-L_dnRNA-L","2019-10-09",1.37e+09,7.45e+08,1.93,0.326,NA,NA,NA,NA,7512882,0,0,0,0,0,0,0,1323286,0,0,9400004,0,430938,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",7,7512875,9.31732988751853e-07,FALSE,3,7512882,11154228,227,162953,7512882,969,"F",3.02147697780958e-05,0.0216898122451544,0.00139303971083687,"F",227,162953,7512882,969,"F",3.02147697780958e-05,0.0216898122451544,0.00139303971083687,"F",FALSE,3,"3",227,162953,227,162953,969,"F",FALSE,3,"infected"
"A0108_S165_L002","A0108_S165_L002","A0108","RA0449_LN-MES","I","49-E2","D003","RA0449","Lymph node",2019-01-10,"RA0449_LN-MES_dnRNA-L","2019-10-09",4.5e+09,1.11e+09,17.4,0.448,NA,NA,NA,NA,6014311,0,0,0,0,0,0,0,598458,0,0,8435088,0,1056686,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",1,6014310,1.66270084802731e-07,FALSE,3,6014311,10090232,87,158594,6014311,765,"F",1.44654973778376e-05,0.0263694378292044,0.000548570563829653,"F",87,158594,6014311,765,"F",1.44654973778376e-05,0.0263694378292044,0.000548570563829653,"F",FALSE,3,"3",87,158594,87,158594,765,"F",FALSE,3,"infected"
